id	created_at	favourite_count	retweet_count	length
930748627642998784	1510742739	135451	32687	137
930747213659197441	1510742402	52154	9537	139
930744931609694208	1510741858	92150	16875	125
930743631954305024	1510741548	0	8991	140
930742813599334402	1510741353	0	38796	140
930742717721739264	1510741330	0	3905	140
930742569092435968	1510741295	0	20031	140
930657178544984066	1510720936	85198	11835	72
930490487903084544	1510681194	85977	19835	48
930362633852735488	1510650711	55773	10573	140
930346433177378817	1510646849	65193	15738	140
930320191699017730	1510640592	86251	20060	103
930305984077156352	1510637205	48129	8567	140
930304414564352000	1510636831	83974	16947	140
930301344342265857	1510636099	58082	11073	107
930259298407419904	1510626074	77450	14592	137
930089374187950081	1510585561	77805	16523	148
930087113764327424	1510585022	70090	12690	137
930050967067820032	1510576404	72842	13869	144
930049882949345281	1510576146	43853	8675	140
929717762422988801	1510496962	61927	10787	34
929670192434745344	1510485620	58750	10971	140
929655283181391874	1510482066	72191	10869	114
929511061954297857	1510447681	615834	272722	140
929509950811881472	1510447416	119567	28717	140
929503641014112256	1510445912	158712	39630	140
929503025512693760	1510445765	75147	15394	140
929492850101940225	1510443339	58603	9543	117
929492038231429120	1510443145	78000	16270	139
929326786709807105	1510403746	57619	12495	137
929320777668628480	1510402313	119216	31104	140
928969836897583104	1510318643	102320	25056	136
928936220360503296	1510310628	58406	13914	139
928931835664465921	1510309582	49524	11209	140
928926863375794176	1510308397	43769	9486	140
928922787938385920	1510307425	40105	8743	140
928918183104225280	1510306327	52597	11446	140
928861178113040385	1510292736	51901	7820	64
928793643367960576	1510276635	72421	13548	140
928770248370728960	1510271057	83024	14949	140
928769154345324544	1510270796	135940	29344	140
928622838487007260	1510235912	94826	20499	140
928519663780208640	1510211313	92858	19510	141
928325667556548608	1510165061	134140	35418	140
928286153672970240	1510155640	64304	13525	140
928279728125108225	1510154108	88970	23637	140
928267692645036032	1510151238	61196	13031	140
928124338343202816	1510117060	72759	11410	107
928105793366392832	1510112639	53897	12924	136
928098389966942208	1510110874	52857	12474	140
928097817037627393	1510110737	43355	10464	144
928097146993369088	1510110577	60355	14518	140
928083235040579584	1510107260	30051	5935	117
928074747316928513	1510105237	82386	19381	140
928064591665467393	1510102815	62642	10984	140
928016742575738882	1510091407	64089	11050	142
927906208203276288	1510065054	60643	12721	105
927852358209622016	1510052215	52744	13003	139
927851452185407490	1510051999	34999	7217	72
927851387857367040	1510051984	51872	13277	127
927847471321141249	1510051050	43007	7101	86
927847349648609280	1510051021	63108	11823	126
927844454957850625	1510050331	71318	21520	134
927802776737984513	1510040394	55564	13970	144
927715648477724672	1510019621	0	25704	140
927673257230327808	1510009514	87703	65236	88
927672843504177152	1510009415	114756	101648	118
927648870796070912	1510003700	76540	13447	117
927645648685551616	1510002932	68897	16010	144
927644826006425601	1510002735	79199	20389	132
927523335956848640	1509973770	72700	18256	43
927397233741492225	1509943705	85742	18185	140
927265906086031363	1509912394	188231	40637	144
927077305876434945	1509867428	58595	12350	115
927075137131896832	1509866911	56241	11968	99
927059219370643456	1509863116	107912	23591	104
927007332743172098	1509850745	86786	17065	140
926973117708296192	1509842588	76041	14756	101
926793510723796993	1509799766	71240	18797	131
926789876556500992	1509798900	160555	38796	140
926783758530781184	1509797441	0	14943	141
926707692395102219	1509779305	79040	20031	139
926647019455766528	1509764840	68604	13191	140
926580912036466690	1509749079	89648	13178	117
926492915626663939	1509728099	138512	37628	102
926484660946862085	1509726131	68010	16281	41
926481563214376961	1509725392	95051	26200	137
926460439000698880	1509720356	74984	14117	144
926456409260285952	1509719395	83098	17109	114
926456069047582721	1509719314	78185	16586	120
926421589159182339	1509711093	71219	15400	131
926419647708258304	1509710630	58318	14801	139
926417546038923264	1509710129	104064	29301	143
926415703476928512	1509709690	76887	19142	143
926406490763784194	1509707493	132252	30978	140
926404584456773632	1509707039	72765	18312	140
926403023861141504	1509706667	88022	23159	144
926401530013642765	1509706311	108886	27690	136
926260114146889728	1509672594	42168	7475	68
926259330474704900	1509672408	64769	17255	137
926249604936556545	1509670089	91778	25541	139
926247543801044993	1509669597	83459	24540	140
926238774773862400	1509667507	64733	13391	140
926216279287042048	1509662143	43501	9480	140
926185468911382529	1509654798	55958	14136	144
926176823117074433	1509652736	46821	10688	140
926157911151214592	1509648227	55117	13756	140
926155393490878464	1509647627	74772	18227	139
926139726129704960	1509643892	56019	11558	120
926054936718307328	1509623676	85255	17432	137
926053970535243777	1509623446	70579	14052	140
925931294705545216	1509594198	173270	43399	139
925925920304779264	1509592916	40485	8286	139
925916863401480192	1509590757	34826	5194	65
925913030159937537	1509589843	46204	10395	80
925910265060831232	1509589184	107781	23142	131
925907651350941696	1509588561	71319	13778	138
925860866767163393	1509577406	76393	22354	140
925845770724618240	1509573807	35064	7202	118
925845735089889280	1509573799	42624	8484	103
925833462426292226	1509570873	57582	12369	140
925818338172915712	1509567267	29476	5435	117
925818295462322184	1509567257	35104	6527	99
925806343855984647	1509564407	56385	12687	140
925740081805217792	1509548609	56267	11791	140
925739132579729420	1509548383	83110	17654	140
925716689064427520	1509543032	40178	8937	43
925688931823300609	1509536414	77584	21430	126
925686558304464897	1509535848	102406	26219	139
925684982307348480	1509535472	132035	37674	140
925534445393928199	1509499582	149767	37766	138
925533433597775873	1509499340	69967	13719	140
925497025386500096	1509490660	114492	26321	138
925490503218589696	1509489105	143712	36345	118
925474979914887168	1509485404	110846	25651	131
925447637708496897	1509478885	44510	11085	110
925440868575797252	1509477271	29555	6546	107
925424931390873602	1509473471	41350	10481	119
925405818446663685	1509468914	0	9765	144
925394079982280704	1509466116	63063	14077	83
925388990177562625	1509464902	28449	6024	51
925373392827666432	1509461184	37529	10044	134
925364408364171265	1509459042	53930	12694	134
925363340553211909	1509458787	69007	17901	140
925336826717593600	1509452466	76848	17331	136
925335577217683456	1509452168	56993	12898	139
925333956110757888	1509451781	60029	14558	140
925006418989715456	1509373690	93627	23297	32
925005659569041409	1509373509	123425	35780	143
924966722544848896	1509364226	44289	7794	45
924963492645437441	1509363456	110630	34943	132
924649059520073730	1509288489	94691	24200	141
924641278947622913	1509286634	102982	25727	137
924639422066384896	1509286191	76105	18344	140
924637600094326784	1509285757	90080	24377	140
924635359480303616	1509285223	114801	30877	144
924625061100867584	1509282767	69150	14608	142
924414387343028224	1509228939	95236	20214	47
924400308834455552	1509225582	117683	26275	140
924397489037430784	1509224910	64729	15222	140
924382919845666816	1509221436	55282	10878	59
924382752941756421	1509221397	52358	10717	125
924382514613030912	1509221340	73489	17403	135
924284026394959872	1509197858	42341	9312	137
924251519121346560	1509190108	134288	24406	139
924249943719727104	1509189732	90763	21355	138
924096747122634752	1509153208	70439	26278	136
924064610038272000	1509145545	67344	18072	33
924056425298571265	1509143594	42985	10333	73
924022268929433600	1509135451	45803	9041	114
924011278804357120	1509132830	46425	13653	102
923976737788227584	1509124595	49117	10374	140
923925428372492288	1509112362	62471	11958	140
923920535607828481	1509111195	40282	8311	46
923905540291522560	1509107620	103319	28402	140
923894747793580033	1509105047	50603	10179	128
923876612013248512	1509100723	97310	20076	138
923871062072295427	1509099400	51093	10452	100
923869147091451904	1509098943	46632	8965	140
923866849451888640	1509098396	45226	7207	52
923866515358789633	1509098316	55427	11810	142
923720632122200064	1509063535	46728	10252	144
923662988833427458	1509049792	57537	13433	140
923566287263068161	1509026736	136914	25715	30
923557515828310020	1509024645	70181	13465	59
923552633633337344	1509023481	54371	12251	134
923551572218572802	1509023228	62851	13739	140
923546629935894530	1509022049	0	13416	58
923546192511946752	1509021945	40891	9468	53
923545771416449024	1509021845	0	5847	140
923392161634275328	1508985221	53985	13328	85
923365521847934976	1508978870	51865	12044	128
923360048771936256	1508977565	0	9256	143
923320000185847808	1508968017	32077	6000	90
923312613584289792	1508966256	35522	7259	144
923277142271684609	1508957799	125701	34626	87
923272793457913857	1508956762	46971	9127	144
923268967728386049	1508955850	56230	9961	144
923244308848881665	1508949970	37668	7885	84
923237600009342978	1508948371	33495	6078	111
923212567232774145	1508942403	51540	13964	49
923165619868131329	1508931210	74411	15749	138
923150966551171073	1508927716	95985	19090	144
923149793974775810	1508927436	60810	12286	140
923149037523566592	1508927256	68668	15647	144
923147501418446849	1508926890	80126	23243	135
922951009277825024	1508880042	89584	17187	138
922903426434064384	1508868698	32090	6726	136
922833943749103621	1508852132	100061	19377	66
922830229525225477	1508851246	68708	15493	140
922828476872318976	1508850828	64457	14400	143
922817539251556353	1508848221	60236	14332	140
922799981874089985	1508844035	61317	13693	140
922798321739161600	1508843639	83745	20894	142
922603042796654592	1508797081	73405	17669	140
922440008971292672	1508758210	90205	17571	132
922430688703451136	1508755988	118427	25242	142
922428118685581313	1508755376	118536	25211	129
922072236592435200	1508670527	126063	28029	139
922070659093671936	1508670151	110341	24013	144
922067676708638721	1508669439	48368	7965	77
921891186352287744	1508627361	79497	17599	140
921889525881819136	1508626965	78746	16281	140
921888248707846144	1508626661	71530	13737	140
921871707564101632	1508622717	67762	17376	128
921848853090983938	1508617268	102492	23209	139
921829947093733376	1508612760	100966	24391	140
921828280998744066	1508612363	84785	25353	137
921780758372642816	1508601033	48497	11247	104
921726400922619904	1508588073	95966	21361	133
921724821939130369	1508587697	55301	16021	52
921723302481145857	1508587334	0	5644	116
921716470140325889	1508585705	212686	70471	136
921709468055896064	1508584036	92598	20310	138
921705862992887808	1508583176	71042	15657	139
921524504836395008	1508539937	73180	14179	87
921483820288921601	1508530237	64894	16088	135
921448521617821701	1508521821	37025	7195	139
921443729990397952	1508520679	49494	13204	71
921323063945453574	1508491910	108835	29859	134
921319017826091008	1508490945	75500	15327	130
921317883321430016	1508490675	72109	16035	139
921242760685998080	1508472764	55000	13064	140
921209530628956161	1508464842	52248	9939	137
921207772233990144	1508464422	91328	21122	139
921189980843663360	1508460180	55455	12955	132
921113816053755904	1508442021	50183	11046	140
920989237276762112	1508412319	0	8504	97
920988223362469891	1508412078	72849	23854	60
920981920787386368	1508410575	87788	26118	131
920972261032648705	1508408272	119917	40760	138
920966294035451904	1508406849	72437	13561	134
920847844759699456	1508378609	83963	19347	141
920794597265088512	1508365914	44665	10603	121
920783976784171008	1508363382	57955	14465	127
920776302231244800	1508361552	70435	18264	85
920751863426842625	1508355725	98692	23008	71
920733077349064707	1508351246	42401	11965	140
920716270395371521	1508347239	36806	7533	140
920695565578592256	1508342303	44258	9057	140
920667567030710272	1508335627	43754	10618	143
920645935981613057	1508330470	60931	13066	143
920611770775064576	1508322324	99452	25460	122
920606910109356032	1508321166	101399	24493	139
920604520572424193	1508320596	94539	25476	137
920599916371693568	1508319498	60727	14141	133
920597192666157057	1508318849	73662	19851	140
920595564064100352	1508318460	86290	24407	140
920474831749025795	1508289676	64139	18089	139
920450535005851648	1508283883	42757	9742	143
920425695507042305	1508277961	63804	17191	28
920425069964349445	1508277812	104398	30976	56
920408108194783232	1508273768	72797	16846	126
920406959320371200	1508273494	64128	16267	138
920363714062274560	1508263183	37699	6784	140
920340060947574786	1508257544	25398	4401	140
920322631412473856	1508253388	46095	11518	122
920268091329859585	1508240385	50123	8726	138
920244350268903424	1508234725	0	7824	90
920069869365878785	1508193125	65806	12330	140
919914000959397888	1508155963	151420	35005	100
919910256624447493	1508155070	96696	19647	126
919909494200528897	1508154889	92634	20230	144
919908143475412993	1508154567	76971	21117	138
919901190376259586	1508152909	57604	12992	84
919900022409449474	1508152630	58103	12964	139
919728356765073408	1508111702	0	5645	140
919727009797951488	1508111381	0	5950	144
919560102725738498	1508071587	77347	14915	147
919554724512387072	1508070305	60654	12875	148
919342572526559232	1508019724	0	4540	140
919314277177192448	1508012978	0	5879	146
919314010587230208	1508012914	0	8013	140
919313707355787264	1508012842	71043	16052	132
919162619889704961	1507976820	118140	22820	137
919160558712172544	1507976329	84132	18435	138
919158911164444672	1507975936	0	11449	126
919157971627724800	1507975712	0	6988	140
919157838106300416	1507975680	0	5173	128
919012714827145216	1507941080	68180	16064	138
919009334016856065	1507940274	61192	12416	139
919007577681354752	1507939855	68901	15905	144
919005534883328000	1507939368	54239	11325	136
919003314674634752	1507938839	69793	14095	136
918960024256434176	1507928517	41398	10665	42
918901399080935424	1507914540	66496	17628	140
918894502185787392	1507912896	48662	11449	105
918885859230875649	1507910835	79998	21197	102
918876603148652544	1507908628	73103	16717	140
918808798059483136	1507892462	63241	11957	134
918806396875010048	1507891890	92872	22873	140
918797009133465600	1507889652	75990	15470	124
918796079243677696	1507889430	51582	11877	112
918795362122465280	1507889259	0	15655	105
918772522983874561	1507883814	63983	14190	136
918647067224035334	1507853903	68716	16536	135
918630610167529472	1507849979	87485	22391	138
918571860308254720	1507835972	50106	11026	76
918541193037967361	1507828660	68328	15670	144
918523263554412544	1507824386	52080	12886	130
918457595618365441	1507808729	80528	16947	77
918432809282342912	1507802820	64916	13433	144
918430769776914432	1507802333	50991	10191	140
918428456869916672	1507801782	47457	10217	140
918417002733154305	1507799051	37791	6750	79
918279015928037377	1507766152	0	10406	94
918275261011038210	1507765257	60831	13567	140
918267396493922304	1507763382	87725	20373	138
918263984029085697	1507762568	31850	5628	80
918257107182473216	1507760929	56677	12310	144
918227740700102657	1507753927	57851	10406	73
918224393062551552	1507753129	28120	5120	123
918201878479073280	1507747761	114057	19097	139
918112884630093825	1507726544	98966	23248	138
918110279367643137	1507725922	73655	18934	137
918065431939829760	1507715230	105281	20449	140
918062778522505216	1507714597	84403	19428	144
918061437750267904	1507714278	74310	15414	140
918060313748164608	1507714010	54945	11229	125
918058910673760258	1507713675	79520	18212	140
917923131003719681	1507681303	77188	15933	140
917921548677328896	1507680926	69527	16062	138
917894963832246272	1507674587	66073	14122	140
917745272448602115	1507638898	0	7866	62
917734186848579584	1507636255	62330	14709	138
917724872905777155	1507634034	58315	11425	140
917701841466593280	1507628543	95558	20162	130
917698839846576130	1507627828	99586	22557	140
917695847063805952	1507627114	86646	22279	140
917694644481413120	1507626827	138636	32687	124
917578384800124929	1507599109	0	16731	123
917568245854605313	1507596692	165933	34481	140
917458408927842305	1507570504	69015	16458	94
917345200414035969	1507543513	108983	20768	139
917341511754436609	1507542634	107394	21492	144
917177470532636672	1507503523	75428	14656	133
917172144710103040	1507502254	77806	19932	120
917130468025348096	1507492317	80513	18444	143
917115154504077313	1507488666	0	4535	87
917114761057357824	1507488572	66129	11649	116
917091286607433728	1507482976	134627	28044	126
917030148867682304	1507468399	66223	13732	131
917029060471152640	1507468140	61171	12868	140
917026789188399105	1507467598	69594	15231	140
917024076165734401	1507466951	36539	6569	50
917007101519650817	1507462904	0	18269	139
916780428253687808	1507408861	75801	12169	102
916763438805848066	1507404811	60014	12531	48
916751271960436737	1507401910	75721	17756	133
916750042014404608	1507401617	72644	17867	139
916747884716011521	1507401102	35806	7612	88
916665576940097536	1507381479	66263	14126	141
916655548623413248	1507379088	73381	15835	140
916638685914951680	1507375067	69177	12837	139
916635236238274561	1507374245	93722	18269	137
916634286811435008	1507374018	75267	14618	143
916622087606980609	1507371110	66915	12435	139
916620603741868032	1507370756	67079	13605	131
916124989736308736	1507252592	0	12183	85
916124754620420097	1507252536	0	8660	144
916120435762266114	1507251507	92560	26073	144
915907150333009920	1507200656	79422	18748	139
915896809536589824	1507198190	156972	36434	135
915894251967385600	1507197580	92964	23305	140
915890821228048385	1507196762	59333	10861	34
915890389269254145	1507196659	99755	15337	138
915887841896484866	1507196052	0	6364	140
915887200767758337	1507195899	0	10066	148
915887139048574976	1507195884	0	8322	140
915886953194770433	1507195840	0	11294	106
915745470689005573	1507162108	110995	23585	139
915722355757985792	1507156597	96793	23581	46
915604746936967168	1507128557	91029	13685	125
915596990674849792	1507126708	69668	18199	139
915589297096536065	1507124873	95325	21956	137
915539424406114304	1507112983	156562	38344	140
915523382686478337	1507109158	88067	14937	119
915379231454003200	1507074790	67340	14513	143
915372999385198592	1507073304	0	8601	132
915372694060830721	1507073231	0	11162	139
915372545704173570	1507073196	0	8337	144
915372286575816705	1507073134	0	8232	140
915371898774618112	1507073042	0	14886	140
915371086249971712	1507072848	104073	16636	136
915351470354108417	1507068171	59742	12330	85
915335645719121920	1507064398	39073	7436	140
915326171063242752	1507062139	74263	13861	140
915179824012042241	1507027247	212084	43273	54
914810093874671617	1506939097	316099	74898	116
914661855947366406	1506903754	69580	12169	94
914565910798782465	1506880879	187913	47505	135
914497947517227008	1506864675	62708	14008	54
914497877543735296	1506864659	102201	25270	129
914467502251528192	1506857417	75685	14156	137
914466534365569025	1506857186	80409	16010	140
914465475777695744	1506856934	81883	18287	140
914461244702232577	1506855925	0	17115	140
914310901855129601	1506820080	116384	31739	85
914269704440737792	1506810258	47162	7446	140
914260261304860672	1506808007	93444	32197	140
914255264282480640	1506806815	124608	27322	133
914252271982178306	1506806102	66943	13071	144
914227642131509248	1506800230	77095	17594	137
914217658517737472	1506797849	67550	13934	134
914217477495717889	1506797806	35955	7858	142
914217117695795201	1506797720	46198	9864	132
914216744385904640	1506797631	63475	16071	73
914214237584674816	1506797034	62281	12918	137
914210813237489666	1506796217	60589	13432	140
914208123564494850	1506795576	66394	14058	117
914189344533024768	1506791099	76887	16918	116
914099295963553792	1506769629	91161	24641	139
914096428879933440	1506768946	69028	13828	136
914094625488502784	1506768516	80368	20905	139
914092750924128262	1506768069	0	10890	140
914092638403485696	1506768042	0	7097	144
914092399378526209	1506767985	0	7424	106
914091203855048704	1506767700	0	8731	140
914090947180470272	1506767639	62104	13689	136
914089888596754434	1506767387	68861	15629	136
914089003745468417	1506767176	56279	15502	140
914087234869047296	1506766754	69989	21830	138
913939816236093440	1506731607	0	7599	144
913939669800202240	1506731572	0	8026	148
913939062276358149	1506731427	0	4965	110
913938985449328641	1506731408	0	5594	141
913938781434204160	1506731360	0	6000	140
913938593370042368	1506731315	0	2957	125
913937483515269120	1506731050	0	5514	144
913902084461916161	1506722611	4464	1525	140
913892019847778305	1506720211	29005	6411	81
913888647631577088	1506719407	53055	12034	112
913856413541138432	1506711722	31273	6470	140
913821956625059840	1506703507	50108	10363	140
913760243770896389	1506688793	59539	11343	30
913757869627133953	1506688227	72331	14115	143
913724766208610304	1506680335	57470	11339	138
913723771336392704	1506680097	67079	15810	138
913589799411490817	1506648156	91244	22106	127
913570791698173952	1506643624	0	14440	140
913554705816711168	1506639789	65073	13563	138
913551290717831170	1506638975	0	9922	140
913550853239443457	1506638871	0	9712	140
913550237377138688	1506638724	73776	14261	138
913549374227181568	1506638518	54630	11024	151
913488283321159680	1506623953	66169	14366	64
913403237033742336	1506603676	86311	17965	126
913371663789625344	1506596148	78860	17704	111
913220484640182272	1506560105	75822	17750	131
913187235452690432	1506552177	61474	14930	148
913117797231857664	1506535622	58824	10865	140
913035855509491712	1506516085	96089	18842	140
913034591879024640	1506515784	66804	16491	144
913004378486984704	1506508581	64377	13287	140
913003340451188737	1506508333	54432	10094	143
912997506900021248	1506506942	92237	17388	137
912994446219898880	1506506213	63378	15238	140
912863676792786946	1506475035	87776	17622	142
912848241535971331	1506471355	145964	43757	140
912836917296877569	1506468655	54771	8750	144
912825663694016522	1506465972	34241	6388	114
912809860965613568	1506462204	39661	8545	140
912807096885723137	1506461545	47022	8670	139
912792478096302080	1506458060	46713	10615	148
912779672257261569	1506455007	43555	6998	106
912771708544802823	1506453108	0	8280	144
912711807709667331	1506438826	37953	7009	139
912664574461120512	1506427565	88788	19669	139
912651215997202432	1506424380	67389	14054	140
912636538156146688	1506420881	49916	12455	129
912629775629418501	1506419269	85532	15212	140
912626731357540353	1506418543	113156	22409	140
912624892239077376	1506418104	90224	18455	140
912487929783754755	1506385450	78276	30179	144
912481556127780865	1506383930	40449	8312	137
912479500511965184	1506383440	43310	9086	136
912478274508423168	1506383148	57924	13481	148
912443924979077120	1506374958	111486	26855	105
912443607084404736	1506374882	106673	22061	139
912443217227976704	1506374790	65376	17292	138
912302339360542720	1506341202	0	21701	140
912301271817838593	1506340947	207041	74079	18
912281550712135680	1506336245	83996	14077	143
912280282224525312	1506335943	205976	55827	136
912278438127525888	1506335503	137277	24482	140
912276850793213952	1506335125	172678	36043	139
912101775221706752	1506293383	98436	23266	133
912080538755846144	1506288320	173276	40078	134
912079629648883712	1506288103	63198	12531	140
912037003923005440	1506277941	198315	52699	129
912032583466340353	1506276887	0	22500	137
912032094687252485	1506276770	0	21473	116
912019957243883520	1506273876	161573	33472	129
912018945158402049	1506273635	135106	27501	137
911911385176723457	1506247991	156977	33609	135
911904261553950720	1506246292	179189	44931	144
911789314169823232	1506218887	134319	37087	134
911718138747727872	1506201917	155467	40762	140
911717004222091264	1506201647	105046	26857	139
911711539815702529	1506200344	97883	28808	140
911700914997792769	1506197811	102718	18595	127
911655987857281024	1506187099	160792	41897	130
911654184918880260	1506186670	183214	47177	140
911572182060453893	1506167119	212615	63966	139
911549980946714624	1506161825	45073	7027	118
911549099752804357	1506161615	64564	14942	136
911546774267006976	1506161061	58182	10430	86
911545480651378689	1506160752	54655	10793	142
911543222731706368	1506160214	66157	16321	140
911541328013676544	1506159762	86746	22107	143
911338971250216960	1506111517	60608	8155	34
911287725847908352	1506099299	78540	13517	132
911265133279809536	1506093912	40175	9197	43
911193223921635335	1506076768	45911	7390	139
911189860769255424	1506075966	89730	19534	136
911179462745710593	1506073487	104630	26745	140
911177460959662080	1506073010	0	9055	147
911175977878872064	1506072656	0	5420	135
911175765718421504	1506072606	56185	10888	34
911175246853664768	1506072482	129586	41189	136
911173124976193536	1506071976	60857	14409	139
910993665568526337	1506029189	74193	12143	45
910992971620864004	1506029024	43651	6933	132
910926223684931585	1506013110	68327	17930	140
910898047931912192	1506006392	44792	8999	118
910885755320459264	1506003462	31115	6351	128
910885156373721092	1506003319	35326	6720	126
910703407555600386	1505959987	58115	11837	95
910671525543645185	1505952385	56840	11376	140
910665452048838661	1505950937	54030	10196	140
910641701064204288	1505945275	75269	18073	135
910635327672512512	1505943755	43901	7432	148
910632095088889857	1505942984	51950	12002	138
910581819078316034	1505930998	0	7931	144
910580644597649409	1505930718	43305	9401	143
910551350408241152	1505923733	34734	6865	144
910524897515905025	1505917426	43345	8612	140
910480918816739328	1505906941	47804	8033	144
910477734635286528	1505906182	59684	12925	140
910476107287269376	1505905794	49274	10124	139
910459401558986752	1505901811	0	22278	140
910458657179086848	1505901634	39348	5860	39
910455390038642688	1505900855	0	7839	140
910454516557983744	1505900646	58751	12385	54
910454124696752130	1505900553	0	11563	122
910453612630900736	1505900431	83208	21874	126
910447064944955392	1505898870	56771	10604	115
910443493511827456	1505898018	0	9476	144
910443458564894720	1505898010	0	4306	72
910443366911037440	1505897988	0	3909	141
910332992756834304	1505871673	116320	26118	139
910331061409902592	1505871212	51364	8922	43
910330501411590146	1505871079	70439	13556	140
910328626075389952	1505870632	86544	18676	112
910312303635116033	1505866740	30543	6762	58
910263274918367236	1505855051	57171	11330	137
910233418474098688	1505847932	189826	53002	79
910219338044657664	1505844575	67555	17145	125
910192375267561472	1505838147	82721	23614	145
910101913923997696	1505816579	0	9452	140
910101538336583680	1505816490	80219	13963	129
910002272825831425	1505792823	37514	8165	44
909995135009804288	1505791121	60512	19085	140
909975689838731264	1505786485	38972	7659	140
909922763774861314	1505773867	51398	11912	139
909823695299981313	1505750247	73850	13521	137
909818335130525697	1505748969	37725	8878	143
909768037787717633	1505736977	50975	9669	49
909767654432526336	1505736886	62590	12521	56
909402439643750400	1505649812	0	21296	140
909402164610715648	1505649746	0	24401	139
909401572341370881	1505649605	67920	13837	134
909393991635996672	1505647797	0	5607	125
909393531143380992	1505647688	69409	14874	39
909390607650521088	1505646991	0	40708	106
909389552380514304	1505646739	0	7143	59
909389478795636736	1505646722	0	3521	59
909389385308700672	1505646699	0	9135	59
909387958368784389	1505646359	0	7601	140
909387131952549888	1505646162	0	5979	59
909386650953961473	1505646047	0	7589	138
909385782275788800	1505645840	37023	6249	34
909384837018112000	1505645615	146913	43436	137
909381488445190145	1505644816	51856	9511	140
909191177810915328	1505599443	55404	9939	139
909185223887347712	1505598023	82869	16300	138
908841360131743744	1505516040	90404	21643	140
908827394856947712	1505512710	57166	14905	138
908796281002307584	1505505292	66344	14802	124
908768057140629506	1505498563	52414	13177	140
908734537311678464	1505490571	116336	32934	133
908724382440284160	1505488150	42417	10808	42
908676979561570304	1505476848	76541	19206	79
908651641943003136	1505470808	111005	28006	137
908646582807089152	1505469601	100925	21566	144
908645126146265090	1505469254	106094	24401	138
908643633901039617	1505468898	97278	21296	144
908642277987356673	1505468575	109388	29006	140
908640949605163010	1505468258	53356	12479	139
908494344008749056	1505433305	58089	12265	144
908438028980490240	1505419878	53717	13748	140
908413134196572161	1505413943	64732	13221	144
908413019050463232	1505413915	72894	17335	107
908409572943126528	1505413094	58956	11305	140
908406085308096512	1505412262	60299	10109	131
908285679335034880	1505383555	66947	10716	139
908278070611779585	1505381741	53152	10827	140
908276308265795585	1505381321	82350	18255	140
908274366739345409	1505380858	104739	23944	140
908272007011282944	1505380296	64318	17347	138
908161523180285953	1505353954	93673	20975	140
908160218995068928	1505353643	113432	26051	138
908154067658174469	1505352177	76216	17821	134
907946177022369792	1505302612	93363	20146	107
907930425657626624	1505298856	87028	14753	133
907928888587808768	1505298490	80442	17813	136
907698529606541312	1505243568	52216	13895	140
907675638055743489	1505238110	110902	16883	117
907592460070768641	1505218279	84905	14690	140
907588803161939968	1505217407	106880	24076	140
907579024960098304	1505215076	0	7622	140
907311779331690496	1505151359	133417	36520	91
907303264458362880	1505149329	81702	19189	36
906829008955957248	1505036258	0	5479	140
906828871106002944	1505036225	0	6329	144
906828550065582080	1505036149	0	4390	144
906828199421767680	1505036065	0	9145	138
906828018651451392	1505036022	0	6697	144
906827742632665094	1505035956	0	11344	115
906826663484411905	1505035699	0	5214	140
906826427210792960	1505035642	0	2809	89
906826370155720704	1505035629	0	5639	130
906712991940399104	1505008597	125692	24887	113
906669500984041472	1504998228	44754	11292	139
906634384702291968	1504989856	64402	15016	140
906543198599876608	1504968115	49083	16243	144
906320446882271232	1504915007	126781	28888	136
906170854362447875	1504879342	67955	20993	130
906139352580972544	1504871831	79225	20592	136
906136682952568832	1504871195	63055	14767	140
906135414498631680	1504870892	70316	17430	144
906134333467045888	1504870634	100640	20518	136
906133573400481792	1504870453	63467	14247	140
905967331662319617	1504830818	79679	15719	139
905958330815926276	1504828672	67133	19161	136
905888075749974016	1504811922	42033	10116	144
905880546185814016	1504810127	55566	13810	140
905856569329504256	1504804410	31414	7732	140
905788459301908480	1504788172	78362	20129	132
905775939862310912	1504785187	0	5329	140
905775722312212480	1504785135	0	7181	140
905775554737078272	1504785095	0	7837	140
905775458557538304	1504785072	46739	12458	51
905770927526432768	1504783992	81502	16506	140
905603224379559936	1504744008	60345	15223	148
905586115440242689	1504739929	69486	17144	144
905582435538219011	1504739052	33252	6479	139
905571513398693888	1504736448	42620	8905	144
905512462971232257	1504722369	71920	18027	144
905488897186172928	1504716750	50284	14592	140
905394471969452032	1504694238	0	11459	148
905383515302264832	1504691625	59505	13245	59
905383039517282304	1504691512	109339	21615	138
905381817695526912	1504691221	89469	17647	136
905228667336499200	1504654707	91950	24029	139
905170032229056512	1504640727	103291	24079	140
905050380484141056	1504612200	0	17454	144
905047095488516098	1504611417	124256	32989	144
905039597050187777	1504609629	0	5649	140
905038986883850240	1504609483	103514	25676	42
904899243906879488	1504576166	99010	26212	19
904745562771259392	1504539526	120324	27160	139
904377075049656322	1504451671	169919	46400	132
904375314830249984	1504451252	128028	27230	128
904309527381716992	1504435567	93055	25491	139
904307898213433344	1504435178	92604	23915	140
904305644651634688	1504434641	93749	28039	139
904211620896886785	1504412224	79224	19446	140
904177758489776129	1504404151	131117	33192	71
904176553621307396	1504403863	90568	15314	144
904174851627286530	1504403458	69125	13860	100
904172749135994882	1504402956	0	25880	59
904172511222525955	1504402900	0	7556	140
